education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,prevailing_wage,unit_of_wage,full_time_position,case_status,continent_asia,continent_europe,continent_north america,continent_oceania,continent_south america,region_of_employment_midwest,region_of_employment_northeast,region_of_employment_south,region_of_employment_west,request_ratio,readiness_score,high_investment_flag,expertise_level_Specialist,expertise_level_Standard
3,1,0,1.3294787127206573,2012.0,129261.95,year,1,1,True,False,False,False,False,True,False,False,False,0.00021706099409223766,1,0,False,True
3,0,0,1.5036226360206872,2002.0,32577.11,year,1,0,False,False,True,False,False,False,False,False,True,0.00019481784527667682,0,0,False,False
3,0,1,2.002814823511326,2010.0,148413.54,year,1,1,True,False,False,False,False,False,True,False,False,0.00013837000136455375,1,1,False,True
2,1,0,1.1174684330582418,1997.0,110521.82,year,1,1,True,False,False,False,False,False,False,False,True,0.0002458210422207913,1,0,False,True
1,1,0,0.9096130919092156,1996.0,112146.85,year,1,0,True,False,False,False,False,False,False,True,False,0.000275709953053292,1,0,False,True
3,1,0,-0.9405840206582399,2004.0,106906.53,year,0,1,True,False,False,False,False,False,True,False,False,0.0006896551719381688,1,0,False,True
1,0,0,-0.6013965418215419,1989.0,60901.64,year,0,0,True,False,False,False,False,True,False,False,False,0.0005305039784984063,0,0,False,False
3,1,0,-0.9405840206582399,1932.5,58560.83,year,1,1,True,False,False,False,False,False,False,True,False,0.0006816632578857101,1,0,False,True
2,1,0,0.10854253263766817,1999.0,64230.03,year,1,1,True,False,False,False,False,False,False,False,True,0.0004042037185108312,1,0,False,True
2,1,0,-0.5380634645712541,1981.0,184.74,hour,1,0,True,False,False,False,False,False,False,True,False,0.0005189413593570621,1,0,False,True
3,0,0,-0.9405840206582399,2005.0,151988.87,year,1,1,True,False,False,False,False,True,False,False,False,0.001818181814876033,0,0,False,False
4,1,0,0.23771119585163647,2004.0,71987.44,year,1,1,False,True,False,False,False,False,False,False,True,0.00038226299679577105,1,0,False,True
4,0,0,-0.9405840206582399,1997.0,84233.28,year,0,1,True,False,False,False,False,True,False,False,False,0.0016750418732411358,0,0,False,False
3,1,0,1.4503145238474413,1999.0,48688.45,year,1,1,False,True,False,False,False,False,True,False,False,0.00020149103360840397,1,0,False,True
1,1,0,-0.9405840206582399,1967.0,53862.32,year,1,0,False,False,False,False,False,True,False,False,False,0.009900990000980298,1,0,False,True
2,0,0,-0.9405840206582399,1999.0,88265.92,year,1,0,True,False,False,False,False,False,True,False,False,0.0017921146921288267,0,0,False,False
2,1,0,-0.9405840206582399,2011.0,131842.91,year,1,1,False,True,False,False,False,False,False,False,True,0.0007352941171064013,1,0,False,True
2,1,1,2.002814823511326,1975.0,11842.3,year,1,1,True,False,False,False,False,False,False,True,False,0.00013837000136455375,2,0,True,False
2,0,0,2.002814823511326,1968.0,74062.83,year,1,1,False,True,False,False,False,False,False,False,True,0.00013837000136455375,0,0,False,False
2,1,0,-0.9405840206582399,1997.0,76545.36,year,1,1,False,False,True,False,False,False,False,False,False,0.004672897174425714,1,0,False,True
2,1,0,-0.9405840206582399,2010.0,59401.18,year,1,0,True,False,False,False,False,False,True,False,False,0.0019011406807963105,1,0,False,True
3,0,0,0.9476233480026832,1996.0,13960.16,year,1,1,False,False,True,False,False,False,False,False,True,0.0002701242570853257,0,0,False,False
2,1,0,0.628561440429068,1987.0,96886.71,week,1,1,True,False,False,False,False,False,False,True,False,0.0003185727937819137,1,0,False,True
2,0,0,-0.9405840206582399,1947.0,141.7329,hour,1,0,True,False,False,False,False,False,True,False,False,0.001515151512855831,0,0,False,False
3,0,0,-0.9405840206582399,1932.5,127425.43,year,0,1,True,False,False,False,False,False,False,True,False,0.000784313724875048,0,0,False,False
1,1,0,-0.7429563415066541,1948.0,76366.63,year,1,0,True,False,False,False,False,False,True,False,False,0.000556483026957995,1,0,False,True
3,1,0,0.8098680323750225,2006.0,30892.16,year,1,1,True,False,False,False,False,False,False,False,True,0.00029061319375454426,1,0,False,True
3,1,0,-0.9405840206582399,1983.0,24701.96,year,1,1,True,False,False,False,False,False,True,False,False,0.00082712985870378,1,0,False,True
3,0,0,0.10281080475392988,2006.0,232.808,hour,1,0,False,False,True,False,False,False,False,True,False,0.00040518638557326324,0,0,False,False
2,0,0,-0.9405840206582399,1982.0,1369.14,year,1,0,True,False,False,False,False,False,False,True,False,0.0012150668271991897,0,0,False,False
2,1,0,-0.9405840206582399,2011.0,47246.9,year,1,1,True,False,False,False,False,False,True,False,False,0.0007072135780005561,1,0,False,True
4,1,0,-0.5891339249228978,1932.5,65187.3,year,1,1,True,False,False,False,False,False,True,False,False,0.0005282620176818478,1,0,False,True
3,1,0,2.002814823511326,1986.0,21226.8,year,1,1,True,False,False,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
2,0,0,-0.2239018553137689,1969.0,119911.64,year,1,1,True,False,False,False,False,False,False,False,True,0.00046232085045662467,0,0,False,False
3,0,0,0.7403469808959294,1997.0,138276.37,year,1,1,False,False,True,False,False,False,False,False,True,0.0003012048191863841,0,0,False,False
2,1,0,0.31451494128587487,1998.0,218315.56125000003,year,1,1,True,False,False,False,False,False,False,False,True,0.00036941263377561414,1,0,False,True
3,1,0,-0.9405840206582399,1997.0,6334.84,year,1,0,False,False,True,False,False,False,True,False,False,0.0011655011641427725,1,0,False,True
3,0,1,-0.9405840206582399,1975.0,80955.8,year,1,1,False,False,True,False,False,False,False,True,False,0.022727272210743815,1,1,False,True
3,1,0,-0.9405840206582399,1999.0,20122.31,year,1,0,False,False,True,False,False,False,False,False,True,0.0013054830270163406,1,0,False,True
2,1,0,-0.9405840206582399,1947.0,129235.76,year,1,1,True,False,False,False,False,False,False,True,False,0.0019230769193786983,1,0,False,True
2,1,0,0.23510388652721628,1980.0,50514.33,year,1,0,False,False,False,False,False,False,False,False,True,0.000382701875092728,1,0,False,True
2,1,0,-0.9405840206582399,2011.0,118051.38,year,1,0,False,False,True,False,False,False,False,False,True,0.0016694490790159448,1,0,False,True
3,0,0,-0.9405840206582399,1963.0,134507.5,year,0,1,True,False,False,False,False,False,True,False,False,0.0009689922471230694,0,0,False,False
2,1,0,0.7110509661549338,1993.0,52803.0,year,1,0,True,False,False,False,False,False,False,True,False,0.000305716906051447,1,0,False,True
3,0,0,-0.9405840206582399,2001.0,52960.56,year,0,1,True,False,False,False,False,True,False,False,False,0.0006553079943281074,0,0,False,False
3,0,0,-0.9405840206582399,1936.0,59670.32,year,1,1,False,False,False,True,False,False,False,True,False,0.0007315288948562333,0,0,False,False
3,0,1,-0.9405840206582399,1963.0,93007.74,year,1,1,True,False,False,False,False,False,False,True,False,0.0036900368867526317,1,1,False,True
3,1,1,0.7397559125588227,2004.0,71392.67,year,1,0,False,True,False,False,False,False,True,False,False,0.00030129557086432796,2,0,True,False
3,0,0,0.2946775877487107,1995.0,239.6427,hour,1,0,False,True,False,False,False,False,False,True,False,0.0003727171075763261,0,0,False,False
3,0,0,-0.27648057930394254,2001.0,166144.9,year,0,0,False,False,True,False,False,False,True,False,False,0.00047169811298504807,0,0,False,False
2,1,1,-0.9405840206582399,2001.0,381.7361,hour,1,0,True,False,False,False,False,False,False,True,False,0.0006835269988492638,2,0,True,False
3,1,0,-0.9405840206582399,1999.0,8431.77,year,1,1,False,True,False,False,False,False,False,True,False,0.0010515247097250002,1,0,False,True
4,1,0,-0.04968358155342266,1980.0,27912.02,year,1,1,True,False,False,False,False,False,True,False,False,0.00043159257642141023,1,0,False,True
3,1,0,0.7776034775200087,1980.0,25850.66,year,1,1,False,False,True,False,False,False,False,True,False,0.00029550827414435337,1,0,False,True
3,1,0,0.6155815861464191,2006.0,155918.24,year,0,1,True,False,False,False,False,False,False,False,False,0.00032061558181448684,1,0,False,True
2,0,1,-0.9405840206582399,2007.0,226.0,hour,1,1,True,False,False,False,False,False,False,True,False,0.004032258048257024,1,1,False,True
4,1,0,0.6382103050634813,1965.0,40090.06,year,1,1,False,False,True,False,False,True,False,False,False,0.0003170577044016938,1,0,False,True
2,0,1,0.6872346959573264,1987.0,108336.72,year,1,1,True,False,False,False,False,False,True,False,False,0.0003094059404983274,1,1,False,True
3,0,0,0.8076311539689509,1932.5,94904.75,year,1,1,True,False,False,False,False,True,False,False,False,0.0002909514110296912,0,0,False,False
3,0,0,-0.3848507426892363,2005.0,83329.46,year,0,1,True,False,False,False,False,False,False,False,True,0.0004911591353186841,0,0,False,False
3,0,0,1.005564266206139,1999.0,104308.07,year,0,0,False,True,False,False,False,False,False,True,False,0.0002617115937551134,0,0,False,False
3,0,1,1.0448274482316324,2006.0,194535.66,year,1,1,True,False,False,False,False,False,False,True,False,0.00025608194615721336,1,1,False,True
2,1,0,0.5465704088411268,1932.5,52541.66,year,1,1,True,False,False,False,False,False,False,False,True,0.0003315649866274652,1,0,False,True
2,0,0,-0.9405840206582399,2003.0,37418.83,year,1,1,True,False,False,False,False,False,False,True,False,0.007999999936,0,0,False,False
2,1,1,0.8456582649086329,1936.0,44503.62,week,1,0,True,False,False,False,False,False,False,True,False,0.00028522532792777376,2,0,True,False
2,0,0,1.4987159321356538,1984.0,60624.78,year,1,0,False,True,False,False,False,False,False,False,True,0.0001954270079743156,0,0,False,False
3,1,0,0.8877930387857494,2008.0,98998.56,year,0,1,True,False,False,False,False,False,True,False,False,0.00027894002781619524,1,0,False,True
2,0,0,-0.7212357652133452,2008.0,32627.49,year,1,1,True,False,False,False,False,False,True,False,False,0.0005524861875400628,0,0,False,False
3,0,0,-0.9405840206582399,2009.0,7402.21,year,1,1,False,True,False,False,False,False,False,False,True,0.001739130431758034,0,0,False,False
3,0,0,1.5257298655796376,2012.0,33416.25,year,0,1,True,False,False,False,False,False,False,False,True,0.00019208605451554242,0,0,False,False
3,1,0,0.1104478985200698,1987.0,62872.83,year,1,1,True,False,False,False,False,True,False,False,False,0.0004038772211616005,1,0,False,True
1,1,0,2.002814823511326,2002.0,114.044,hour,1,0,True,False,False,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
3,1,0,2.002814823511326,2012.0,67676.59,year,0,1,True,False,False,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
3,1,0,2.002814823511326,2000.0,142272.08,year,1,1,True,False,False,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
2,0,0,-0.9405840206582399,2011.0,41959.29,year,1,1,True,False,False,False,False,False,False,True,False,0.002262443433795377,0,0,False,False
3,0,1,-0.9405840206582399,1986.0,98052.59,year,1,0,False,False,True,False,False,False,False,False,False,0.0006775067746087351,1,1,False,True
4,0,1,-0.9405840206582399,2012.0,104019.54,year,1,1,True,False,False,False,False,False,True,False,False,0.0010989010976935154,1,1,False,True
2,1,0,-0.9405840206582399,1932.5,49588.4,year,1,0,True,False,False,False,False,False,True,False,False,0.0009250693793477618,1,0,False,True
4,1,0,-0.9405840206582399,1986.0,97232.16,year,1,1,False,False,True,False,False,False,False,False,True,0.0023201856094659267,1,0,False,True
2,1,0,0.9335727833692662,1998.0,38792.65,week,1,1,True,False,False,False,False,False,False,False,True,0.00027218290683936233,1,0,False,True
2,1,0,2.002814823511326,1962.0,62961.8,year,1,1,True,False,False,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
3,1,0,1.3908738629967066,1997.0,218315.56125000003,year,1,1,True,False,False,False,False,False,True,False,False,0.00020907380300876565,1,0,False,True
3,1,0,0.5458819386010402,2005.0,99505.17,year,1,1,True,False,False,False,False,False,False,True,False,0.00033167495843062193,1,0,False,True
2,0,1,-0.0733282510974266,2003.0,107842.63,year,1,1,True,False,False,False,False,False,False,False,True,0.0004357298473046929,1,1,False,True
2,1,0,-0.21432226178210853,1977.0,87462.99,year,1,1,True,False,False,False,False,False,True,False,False,0.00046061722687212474,1,0,False,True
2,0,0,-0.19181696992686395,1980.0,100683.43,year,1,1,True,False,False,False,False,False,True,False,False,0.00045662100435770733,0,0,False,False
3,1,0,-0.9405840206582399,1932.5,57108.72,year,1,1,True,False,False,False,False,False,False,False,True,0.0015455950517069628,1,0,False,True
3,0,0,0.4300036906479805,2000.0,101800.95,year,1,1,True,False,False,False,False,False,True,False,False,0.0003503854238435931,0,0,False,False
3,0,0,0.8070712994587956,2000.0,133337.28,year,0,1,False,False,True,False,False,False,False,False,True,0.0002910360883902689,0,0,False,False
1,1,0,0.5355106955113753,2008.0,66173.63,year,1,1,False,False,False,True,False,False,False,False,True,0.0003333333332222222,1,0,False,True
3,1,0,0.30711003946036425,2000.0,53334.24,year,1,1,True,False,False,False,False,True,False,False,False,0.0003706449220271887,1,0,False,True
2,1,0,-0.1218118986388123,1999.0,80413.78,year,1,0,True,False,False,False,False,False,True,False,False,0.0004442470011353856,1,0,False,True
1,0,0,0.8724945574978552,1985.0,54871.56,year,1,0,False,False,False,False,False,False,True,False,False,0.0002812148480649002,0,0,False,False
4,1,0,1.2135953614530757,1997.0,47568.68,year,1,1,False,False,False,False,True,False,False,False,True,0.00023255813948080042,1,0,False,True
1,0,1,-0.9168049583280162,1999.0,129897.06,year,1,0,True,False,False,False,False,False,False,True,False,0.0005885815181938896,1,1,False,True
1,1,1,-0.9405840206582399,2011.0,9836.74,year,1,0,True,False,False,False,False,False,False,False,True,0.0023809523752834467,2,0,True,False
1,1,0,1.282227910555587,1997.0,118060.51,year,1,1,False,False,True,False,False,False,False,True,False,0.00022331397940524475,1,0,False,True
3,1,0,-0.9405840206582399,1984.0,120070.0,year,0,1,True,False,False,False,False,False,True,False,False,0.000984251967535185,1,0,False,True
1,1,0,-0.9405840206582399,1946.0,40483.68,year,1,1,False,False,True,False,False,False,True,False,False,0.0028653295046838696,1,0,False,True
1,0,0,-0.9405840206582399,2013.0,536.0869,hour,1,0,True,False,False,False,False,False,False,True,False,0.0006578947364092797,0,0,False,False
2,1,0,-0.3296903130126397,1932.5,121710.75,year,1,0,True,False,False,False,False,False,False,True,False,0.0004812319535701483,1,0,False,True
1,1,0,0.47657745822679404,2004.0,51600.36,year,1,1,False,False,True,False,False,False,False,False,True,0.0003428179635437717,1,0,False,True
4,0,0,-0.23475359956748632,1994.0,9639.14,year,1,1,False,True,False,False,False,False,False,False,True,0.00046425255317351325,0,0,False,False
2,0,1,-0.9405840206582399,1999.0,104840.07,year,1,0,True,False,False,False,False,False,False,False,True,0.004098360638941145,1,1,False,True
3,1,0,-0.9405840206582399,2012.0,867.5177,hour,1,1,False,False,False,False,True,False,True,False,False,0.008403361273921333,1,0,False,True
2,1,0,-0.9405840206582399,1932.5,56733.59,year,1,0,False,True,False,False,False,False,True,False,False,0.0017636684272245707,1,0,False,True
1,1,0,-0.9405840206582399,1996.0,89384.76,year,1,0,True,False,False,False,False,False,False,True,False,0.0016447368394001038,1,0,False,True
3,0,0,-0.2251036819987436,2004.0,48810.04,year,1,1,True,False,False,False,False,False,False,True,False,0.0004625346898878193,0,0,False,False
2,1,0,-0.9405840206582399,1988.0,70664.47,year,1,1,True,False,False,False,False,False,True,False,False,0.0006082725057127296,1,0,False,True
3,1,0,-0.9405840206582399,2009.0,99065.5,year,1,1,True,False,False,False,False,False,False,True,False,0.0014556040735726288,1,0,False,True
3,1,0,-0.39828562625817837,2009.0,28787.72,year,1,1,True,False,False,False,False,False,False,False,True,0.0004935834153536113,1,0,False,True
3,1,0,-0.9405840206582399,1953.0,890.13,year,1,1,True,False,False,False,False,False,False,False,True,0.0007256894044080628,1,0,False,True
4,1,0,1.7692819679462923,1944.0,110822.33,year,1,1,True,False,False,False,False,False,True,False,False,0.00016339869278375838,1,0,False,True
2,1,0,0.35969605028721024,2003.0,32309.28,year,1,0,True,False,False,False,False,False,False,False,True,0.0003619254432276781,1,0,False,True
3,0,0,1.18379789362435,2014.0,984.2796,hour,1,1,True,False,False,False,False,False,True,False,False,0.00023663038328522706,0,0,False,False
2,0,0,0.33971353574080865,1945.0,886.7405,hour,1,1,True,False,False,False,False,False,False,True,False,0.00036523009482643167,0,0,False,False
2,1,0,-0.9405840206582399,2003.0,112715.62,year,1,0,True,False,False,False,False,True,False,False,False,0.0023255813899405084,1,0,False,True
3,0,0,-0.9405840206582399,1984.0,58594.99,year,1,1,False,False,False,False,False,False,False,False,True,0.0007007708474416461,0,0,False,False
3,1,0,-0.8152013738634442,1979.0,71578.37,year,1,1,False,True,False,False,False,False,False,False,True,0.0005698005694758971,1,0,False,True
2,1,0,-0.9405840206582399,2004.0,91536.29,year,1,1,True,False,False,False,False,False,False,False,True,0.028571427755102068,1,0,False,True
3,1,0,0.6534977835767102,1993.0,28105.16,year,1,1,False,False,True,False,False,False,True,False,False,0.0003146633101590109,1,0,False,True
3,0,0,-0.9405840206582399,1990.0,431.9545,hour,1,1,True,False,False,False,False,False,True,False,False,0.01052631567867036,0,0,False,False
2,1,0,-0.9405840206582399,1932.5,166164.21,year,1,1,True,False,False,False,False,False,False,False,True,0.0017211703929067635,1,0,False,True
2,1,1,-0.9405840206582399,1996.0,42594.42,year,1,1,False,True,False,False,False,False,False,False,True,0.010101009998979697,2,0,True,False
2,1,0,2.002814823511326,2008.0,77.2403,hour,1,0,False,False,False,False,True,False,True,False,False,0.00013837000136455375,1,0,False,True
2,1,0,-0.6722093271599527,2005.0,403.334,hour,1,1,True,False,False,False,False,False,True,False,False,0.0005434782605741966,1,0,False,True
3,1,0,-0.9405840206582399,1999.0,221.1209,hour,1,1,True,False,False,False,False,False,True,False,False,0.0094339621751513,1,0,False,True
4,0,0,0.5334264447078685,1932.5,63100.22,year,1,1,False,True,False,False,False,False,False,False,True,0.00033366700022233333,0,0,False,False
3,1,0,-0.9405840206582399,1990.0,82065.74,year,1,1,True,False,False,False,False,False,False,True,False,0.0007374631262998058,1,0,False,True
3,1,0,1.2743441430734863,1988.0,48075.79,year,1,1,True,False,False,False,False,False,True,False,False,0.00022436616553189,1,0,False,True
3,1,0,2.002814823511326,1932.5,10421.76,year,0,1,True,False,False,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
3,1,0,0.47439670425309227,2001.0,107523.36,year,1,1,False,False,False,False,True,False,True,False,False,0.0003431708989899894,1,0,False,True
3,1,0,-0.7278877472137499,2007.0,76325.29,year,1,1,True,False,False,False,False,False,True,False,False,0.0005537098557288428,1,0,False,True
3,0,0,-0.9405840206582399,2007.0,163609.13,year,1,1,True,False,False,False,False,True,False,False,False,0.0007836990589469442,0,0,False,False
2,1,0,-0.9405840206582399,1995.0,166436.97,year,1,0,True,False,False,False,False,True,False,False,False,0.0019920318685417693,1,0,False,True
2,0,0,0.6785741974335381,1985.0,79.1718,hour,1,0,True,False,False,False,False,False,False,True,False,0.00031075201979156245,0,0,False,False
3,0,0,0.4946104499129367,1993.0,19712.02,year,1,1,True,False,False,False,False,True,False,False,False,0.00033990482653300315,0,0,False,False
2,1,0,0.8025832887741463,2006.0,44881.64,year,1,1,True,False,False,False,False,False,True,False,False,0.00029171528579588236,1,0,False,True
2,1,0,-0.9405840206582399,2008.0,38593.46,year,1,1,False,True,False,False,False,False,True,False,False,0.0013812154677055035,1,0,False,True
3,0,0,-0.9405840206582399,2011.0,68956.1,year,1,1,True,False,False,False,False,True,False,False,False,0.0008952551469156175,0,0,False,False
3,1,0,-0.9405840206582399,1996.0,69875.05,year,1,1,True,False,False,False,False,False,True,False,False,0.003787878773530762,1,0,False,True
4,1,0,1.216374229157345,1977.0,13372.93,year,1,1,True,False,False,False,False,False,False,False,True,0.0002321801717594195,1,0,False,True
1,1,0,0.19090223099385042,2007.0,133018.51,year,1,0,True,False,False,False,False,False,False,False,True,0.0003901677719897902,1,0,False,True
4,1,0,-0.0984693570573351,2013.0,29385.11,year,1,1,True,False,False,False,False,False,True,False,False,0.0004401408448766986,1,0,False,True
2,0,0,-0.9405840206582399,2001.0,322.8046,hour,1,0,True,False,False,False,False,False,True,False,False,0.0006600660061649729,0,0,False,False
3,0,0,0.07086022877438529,2007.0,138691.53,year,0,1,True,False,False,False,False,True,False,False,False,0.0004106776179011591,0,0,False,False
3,1,0,0.7707024179906304,2004.0,218315.56125000003,year,0,1,True,False,False,False,False,True,False,False,False,0.0002965599050128826,1,0,False,True
2,1,0,-0.9405840206582399,2006.0,88504.16,year,1,1,False,False,True,False,False,False,False,False,True,0.00159999999744,1,0,False,True
3,1,0,2.002814823511326,1998.0,124810.53,year,0,1,True,False,False,False,False,True,False,False,False,0.00013837000136455375,1,0,False,True
1,1,0,0.2921773220144306,1939.0,889.8213,hour,1,0,True,False,False,False,False,False,False,False,True,0.00037313432821897973,1,0,False,True
3,1,0,1.416365449400881,1994.0,143840.0,year,1,1,True,False,False,False,False,False,False,False,True,0.00020580366326285166,1,0,False,True
2,1,0,-0.8797906745888255,1932.5,63374.02,year,1,1,True,False,False,False,False,True,False,False,False,0.0005817335656883457,1,0,False,True
1,1,0,1.7510704263445382,1999.0,110976.71,year,1,0,True,False,False,False,False,False,True,False,False,0.00016545334213013675,1,0,False,True
3,1,0,0.5758326151255788,1977.0,124586.62,year,1,1,True,False,False,False,False,True,False,False,False,0.0003269042169575338,1,0,False,True
3,0,0,-0.9405840206582399,1971.0,335.5486,hour,1,1,True,False,False,False,False,False,True,False,False,0.0007547169805624777,0,0,False,False
3,1,0,-0.9405840206582399,2012.0,115404.12,year,1,1,True,False,False,False,False,False,False,False,False,0.0017006802692165301,1,0,False,True
3,0,0,1.2750973592365353,1989.0,280.4605,hour,1,1,True,False,False,False,False,False,False,True,False,0.00022426553033768433,0,0,False,False
3,1,0,1.5735046075207437,1998.0,165963.26,year,0,1,True,False,False,False,False,False,False,True,False,0.0001862544235078684,1,0,False,True
2,1,0,-0.9405840206582399,2005.0,55509.24,year,1,1,True,False,False,False,False,False,False,False,True,0.0018315018281474325,1,0,False,True
3,1,1,0.09224127817697941,2000.0,112525.87,year,1,1,True,False,False,False,False,False,True,False,False,0.0004070004068347577,2,0,True,False
2,1,0,0.2463664640588745,2001.0,218315.56125000003,year,1,1,True,False,False,False,False,True,False,False,False,0.0003808073113553666,1,0,False,True
2,1,0,-0.26779351492818926,1932.5,338.2191,hour,1,0,True,False,False,False,False,False,False,False,True,0.00047014574495996914,1,0,False,True
3,1,0,0.16276690831485655,1977.0,125625.87,week,1,0,False,False,True,False,False,False,False,False,True,0.00039494470758493497,1,0,False,True
3,1,0,-0.9405840206582399,2012.0,33474.72,year,1,0,False,False,False,False,True,False,False,False,True,0.007299270019713358,1,0,False,True
1,1,0,0.759696674362478,2006.0,126673.41,year,1,0,False,True,False,False,False,False,False,False,True,0.0002982403816587413,1,0,False,True
2,1,0,-0.4914812008476863,1932.5,304.0882,hour,1,0,False,False,True,False,False,False,False,True,False,0.0005104645224550972,1,0,False,True
3,1,0,-0.9405840206582399,1963.0,120670.38,year,1,1,True,False,False,False,False,False,False,False,True,0.0031249999902343752,1,0,False,True
1,1,0,-0.9405840206582399,2010.0,113174.66,year,1,0,True,False,False,False,False,True,False,False,False,0.0006830601088230464,1,0,False,True
3,1,0,-0.9405840206582399,1971.0,64101.51,year,1,1,True,False,False,False,False,True,False,False,False,0.0022123893756363067,1,0,False,True
3,1,0,0.8825394171112606,2005.0,865.0057,hour,1,1,True,False,False,False,False,False,True,False,False,0.0002797202796420363,1,0,False,True
2,1,0,-0.6168605532611681,1981.0,153315.16,year,1,0,True,False,False,False,False,False,False,False,True,0.0005333333330488889,1,0,False,True
4,1,0,1.435102679381524,2008.0,32459.98,year,1,1,False,True,False,False,False,False,True,False,False,0.00020341741248913395,1,0,False,True
2,1,0,-0.9405840206582399,1932.5,83132.53,year,1,1,True,False,False,False,False,False,True,False,False,0.002036659873652424,1,0,False,True
2,0,1,-0.9405840206582399,1993.0,39091.7,year,1,1,True,False,False,False,False,False,False,True,False,0.003289473673389889,1,1,False,True
3,1,0,0.41105630562193846,2000.0,88722.28,year,1,1,False,True,False,False,False,True,False,False,False,0.00035348179556257274,1,0,False,True
4,0,0,-0.9405840206582399,1932.5,51214.55,year,1,1,False,True,False,False,False,False,True,False,False,0.009615384522928995,0,0,False,False
3,0,0,-0.9405840206582399,2005.0,56406.7,year,0,1,True,False,False,False,False,False,False,True,False,0.000687757908742945,0,0,False,False
4,0,0,-0.9405840206582399,1987.0,56164.53,year,1,1,False,True,False,False,False,False,True,False,False,0.009523809433106578,0,0,False,False
1,1,0,-0.9405840206582399,1992.0,95111.16,year,1,0,False,True,False,False,False,True,False,False,False,0.0025188916813126154,1,0,False,True
2,0,0,1.3696320716443358,1972.0,19948.04,year,1,0,False,True,False,False,False,False,False,False,True,0.0002118195297157764,0,0,False,False
2,1,0,-0.9405840206582399,2004.0,12599.57,year,1,0,True,False,False,False,False,False,True,False,False,0.004201680654614787,1,0,False,True
4,1,0,1.1200579702420554,1973.0,74259.66,year,1,1,False,True,False,False,False,False,True,False,False,0.0002454590082853562,1,0,False,True
3,0,0,-0.9405840206582399,1983.0,101002.46,year,0,1,True,False,False,False,False,False,True,False,False,0.0016863406379656989,0,0,False,False
1,0,0,1.1183322534945268,1932.5,39203.99,year,1,0,True,False,False,False,False,False,True,False,False,0.0002457002456398771,0,0,False,False
3,1,0,-0.9405840206582399,1932.5,70715.59,year,1,1,True,False,False,False,False,False,False,False,True,0.0007358351723798121,1,0,False,True
2,1,0,-0.9405840206582399,1997.0,53667.46,year,1,1,True,False,False,False,False,False,True,False,False,0.0006939625255420106,1,0,False,True
3,0,0,0.15633376439303548,1932.5,171075.49,year,0,1,True,False,False,False,False,False,False,True,False,0.0003960396038035487,0,0,False,False
2,1,0,-0.9405840206582399,2007.0,558.5524,hour,1,1,True,False,False,False,False,False,False,True,False,0.0010330578501724608,1,0,False,True
3,1,0,0.2921773220144306,2008.0,87753.74,year,1,1,False,True,False,False,False,False,False,True,False,0.00037313432821897973,1,0,False,True
3,1,0,1.5163973527541412,1962.0,47797.7,year,0,1,True,False,False,False,False,True,False,False,False,0.00019323671493850497,1,0,False,True
2,0,0,-0.9405840206582399,1992.0,23289.46,year,1,1,False,True,False,False,False,False,False,True,False,0.0011325028299745154,0,0,False,False
3,1,0,1.2796061144025102,1996.0,69495.55,year,1,1,True,False,False,False,False,True,False,False,False,0.00022366360988063886,1,0,False,True
3,0,0,1.1401451835785932,1939.0,51254.52,year,1,1,True,False,False,False,False,True,False,False,False,0.00024265954859435584,0,0,False,False
1,1,0,0.9350860770774748,2010.0,70394.69,year,1,0,True,False,False,False,False,True,False,False,False,0.0002719608375654172,1,0,False,True
3,1,0,-0.9405840206582399,2007.0,855.9094,hour,1,1,False,True,False,False,False,False,True,False,False,0.0012626262610320375,1,0,False,True
3,0,0,-0.9405840206582399,1988.0,65778.96,year,1,1,False,False,True,False,False,False,False,True,False,0.0007457121545520416,0,0,False,False
2,0,0,2.002814823511326,1987.0,14570.17,year,1,1,False,True,False,False,False,False,False,False,True,0.00013837000136455375,0,0,False,False
2,0,0,-0.9405840206582399,2010.0,583.7382,hour,1,0,True,False,False,False,False,False,False,True,False,0.0015772870637582224,0,0,False,False
4,0,0,1.0947810702163958,1997.0,80413.76,year,1,1,False,True,False,False,False,False,False,False,True,0.00024900398400174204,0,0,False,False
4,1,0,-0.9405840206582399,1986.0,53351.62,year,1,1,True,False,False,False,False,False,False,False,True,0.0012180267951059356,1,0,False,True
4,1,0,0.7798953214944202,1999.0,42113.68,year,1,1,False,True,False,False,False,False,True,False,False,0.0002951593859813579,1,0,False,True
2,0,1,0.29800410426646373,2004.0,88994.58,year,1,1,False,True,False,False,False,False,False,True,False,0.00037216226260805275,1,1,False,True
3,1,0,1.070295142378764,2007.0,5490.31,year,1,1,True,False,False,False,False,False,False,False,True,0.0002524614995575709,1,0,False,True
3,1,0,-0.9405840206582399,1932.5,168.62,hour,1,1,False,False,True,False,False,False,False,True,False,0.0011049723744696437,1,0,False,True
1,0,1,1.3266057573310455,1975.0,28994.33,year,1,0,False,True,False,False,False,True,False,False,False,0.00021743857355567762,1,1,False,True
